ClientID,Years_In_Business,Annual_Revenue_INR_Cr,Loan_Outstanding_INR_Cr,Debt_to_Equity_Ratio,Interest_Coverage_Ratio,Current_Ratio,DPD_Instances_Last_12M,Credit_Rating_Score,New_Loan_Requests_Last_2Y,Collateral_Coverage_Pct,Business_Sector,Company_Size,Loan_Type,Repayment_Track,Geographic_Region
TAC002010,6.08,264.66,186.58,2.82,10.79,1.65,9.0,8.98,2,165.32,IT,Small,Working Capital,Excellent,East
TAC008806,14.34,315.63,84.36,4.19,7.44,2.29,10.0,10.0,1,204.97,Real Estate,Micro,Project Finance,Excellent,West
TAC017694,1.0,592.82,125.22,5.46,7.42,1.5,6.0,6.9,2,185.42,Retail,Large,Term Loan,Satisfactory,East
TAC017814,16.04,198.97,283.77,,1.0,0.3,2.0,1.2,6,300.0,IT,Micro,Working Capital,Excellent,North
TAC008188,9.82,888.11,317.22,4.99,5.83,1.55,0.0,2.12,1,221.62,Retail,Medium,CC/OD,Good,West
TAC018443,29.89,2094.86,62.06,8.02,4.37,0.96,6.0,6.73,2,113.16,Services,Micro,Equipment Finance,Good,Central
TAC002499,18.06,394.98,299.51,3.74,10.68,1.5,1.0,5.15,4,189.48,Services,Small,Working Capital,Satisfactory,East
TAC007272,6.16,361.56,296.27,6.2,1.31,1.39,5.0,6.38,5,191.99,Manufacturing,Medium,Term Loan,Good,North
TAC007572,12.65,3688.31,246.84,6.65,16.01,2.17,0.0,9.07,3,120.07,Real Estate,Micro,Project Finance,Satisfactory,East
TAC012344,23.63,2137.1,0.61,6.16,5.28,1.36,8.0,4.52,2,220.93,Retail,Micro,Project Finance,NPA,North
TAC008436,20.6,3428.4,240.6,2.1,12.19,1.16,1.0,7.79,2,189.7,Retail,Medium,Equipment Finance,NPA,East
TAC017824,32.62,2304.79,37.26,7.77,8.4,0.8,6.0,4.74,4,95.42,IT,Micro,CC/OD,Good,North
TAC007405,1.0,568.54,112.35,6.55,8.76,2.7,11.0,10.0,2,91.69,Retail,Large,Working Capital,Good,West
TAC018851,1.91,411.61,366.1,4.42,3.8,1.19,1.0,2.88,3,231.06,Real Estate,Small,Working Capital,Watchlist,Central
TAC000845,1.0,869.97,143.27,4.44,11.7,1.38,10.0,10.0,5,202.44,Services,Medium,Term Loan,Watchlist,West
TAC016857,24.82,1996.85,3.8,5.94,14.39,0.59,8.0,6.77,3,150.25,FMCG,Small,Project Finance,,South
TAC011164,10.92,679.16,120.69,6.04,5.53,2.95,4.0,10.0,5,167.21,Manufacturing,Medium,Project Finance,Satisfactory,West
TAC007648,12.45,795.08,70.38,4.8,8.18,1.65,10.0,7.73,5,145.68,FMCG,Micro,Term Loan,Excellent,North
TAC001348,1.0,439.18,72.53,6.31,8.13,3.11,9.0,6.66,0,236.48,Real Estate,Medium,Working Capital,Watchlist,North
TAC001106,10.86,539.01,145.45,3.9,9.36,2.26,6.0,10.0,2,193.39,Services,Small,Term Loan,Excellent,Central
TAC008633,1.0,716.79,102.82,7.06,10.29,1.21,11.0,7.48,0,136.17,IT,Small,Working Capital,Good,South
TAC009738,1.0,431.22,99.67,4.88,2.51,0.39,11.0,10.0,2,171.39,Manufacturing,Small,Equipment Finance,Good,East
TAC011561,11.7,585.26,293.68,2.61,4.97,0.79,2.0,3.21,5,258.09,Healthcare,Medium,CC/OD,Good,South
TAC018473,8.15,1038.63,290.81,6.98,4.91,0.92,1.0,4.71,5,276.52,Infrastructure,Micro,Working Capital,Good,West
TAC017243,12.38,779.66,108.44,6.28,6.96,1.87,9.0,10.0,6,144.91,Real Estate,Medium,Term Loan,Excellent,North
TAC017780,22.98,532.35,133.65,4.76,8.37,1.74,,8.06,1,153.5,Manufacturing,Small,Working Capital,Watchlist,East
TAC000808,22.49,2134.71,23.49,7.88,4.75,0.3,7.0,1.31,2,222.26,Infrastructure,Small,Working Capital,Watchlist,South
TAC017911,1.0,186.98,167.15,4.24,8.0,3.23,10.0,8.42,0,135.51,Manufacturing,Large,Working Capital,Satisfactory,West
TAC000931,30.32,2345.09,21.73,8.96,5.84,1.08,7.0,3.43,2,206.51,Manufacturing,Large,Working Capital,Watchlist,West
TAC013999,12.43,25.91,104.28,5.19,3.02,1.94,9.0,10.0,3,104.46,Real Estate,Medium,Equipment Finance,Excellent,North
TAC009020,40.0,2089.11,52.99,8.8,13.12,0.72,6.0,6.26,1,150.19,Real Estate,Medium,Equipment Finance,Satisfactory,North
TAC005252,25.62,2196.47,0.1,7.35,8.75,0.3,4.0,5.94,1,82.42,Services,Medium,Project Finance,Good,North
TAC009463,20.08,3321.2,257.68,4.49,15.37,2.02,6.0,10.0,2,130.05,Manufacturing,Micro,CC/OD,Good,East
TAC010669,9.18,617.99,103.62,3.9,11.53,2.53,10.0,8.51,2,179.52,Healthcare,Large,Working Capital,NPA,South
TAC006962,33.18,3348.94,244.56,5.51,15.52,1.4,1.0,5.6,4,111.04,Services,Medium,Project Finance,Excellent,Central
TAC002171,1.0,847.11,263.6,4.83,7.51,2.37,2.0,5.11,8,136.35,Services,Large,Working Capital,Good,North
TAC005229,23.57,1704.18,45.38,7.85,10.05,1.58,7.0,4.32,4,175.61,Retail,Small,Working Capital,Watchlist,East
TAC016897,15.08,543.1,148.41,5.18,15.15,1.9,10.0,10.0,1,163.93,Services,Medium,Equipment Finance,Excellent,West
TAC002825,30.65,1815.13,62.04,4.56,6.56,2.26,4.0,7.15,2,132.91,Services,Micro,Term Loan,NPA,Central
TAC003581,1.0,765.68,153.97,6.39,5.72,2.82,9.0,10.0,0,201.98,Services,Large,Project Finance,Good,East
TAC001321,17.81,703.99,286.22,5.76,6.22,1.27,5.0,3.08,4,146.74,Services,Small,Working Capital,Satisfactory,North
TAC013722,7.52,332.25,131.72,4.95,9.58,1.82,8.0,7.83,3,238.25,IT,Large,Equipment Finance,Good,North
TAC009068,5.01,460.12,113.72,6.5,11.87,0.9,8.0,8.76,0,182.03,Infrastructure,Medium,Equipment Finance,Excellent,North
TAC011083,27.15,2431.14,32.65,,2.1,1.61,7.0,10.0,2,190.78,Healthcare,Medium,Project Finance,Satisfactory,North
TAC003024,40.0,1882.26,35.08,6.25,7.59,1.82,3.0,6.19,1,154.24,IT,Small,Term Loan,Good,West
TAC004424,25.14,2245.82,22.7,7.62,9.01,1.37,8.0,7.31,4,50.0,Retail,Micro,Equipment Finance,Good,West
TAC001438,16.19,289.86,377.88,4.6,11.33,0.59,1.0,4.75,7,139.76,FMCG,Medium,Working Capital,Good,Central
TAC002797,5.78,217.42,364.38,7.06,5.79,1.22,0.0,8.48,2,124.36,Infrastructure,Large,Term Loan,Good,North
TAC014602,10.44,293.96,151.28,5.28,5.73,0.82,10.0,10.0,3,264.86,Retail,Large,Working Capital,Watchlist,East
TAC014814,18.46,150.38,306.98,5.96,5.88,0.3,1.0,3.82,3,274.4,IT,Medium,Project Finance,Satisfactory,North
TAC006237,30.26,2383.2,0.1,8.64,7.82,1.32,7.0,6.5,0,112.26,Real Estate,Micro,Equipment Finance,NPA,West
TAC000482,1.0,468.87,138.84,2.84,7.66,0.98,9.0,8.49,3,187.72,Healthcare,Large,Term Loan,Satisfactory,North
TAC012297,14.02,367.47,45.92,,0.5,0.3,0.0,3.66,1,254.84,Retail,Micro,Project Finance,Excellent,West
TAC016777,21.04,3612.91,225.5,4.34,15.11,1.72,0.0,9.36,3,159.63,Manufacturing,Large,Term Loan,Good,North
TAC013032,1.0,595.31,133.42,7.61,11.17,1.29,11.0,10.0,5,208.64,Infrastructure,Large,Term Loan,Satisfactory,West
TAC002846,1.0,487.36,103.92,4.98,11.21,2.61,12.0,9.75,2,127.97,Manufacturing,Medium,Working Capital,Good,East
TAC006106,1.61,588.67,87.84,2.91,,3.03,6.0,10.0,3,156.73,Services,Medium,CC/OD,Excellent,North
TAC002422,12.22,3685.73,153.45,6.22,12.18,2.14,0.0,6.8,4,103.94,Retail,Micro,Working Capital,Satisfactory,West
TAC008503,20.72,3783.5,257.79,5.43,12.68,1.3,1.0,4.84,2,139.89,Services,Medium,Working Capital,Good,South
TAC015130,1.0,178.88,102.24,7.07,3.88,1.66,11.0,5.86,4,182.09,Retail,Small,Term Loan,Watchlist,Central
TAC011764,1.0,177.31,77.02,5.84,11.08,1.58,12.0,10.0,2,233.88,Manufacturing,Medium,CC/OD,Watchlist,West
TAC007231,22.16,3676.81,281.68,3.55,11.97,1.9,4.0,5.88,2,50.0,Real Estate,Small,Working Capital,Excellent,North
TAC002996,21.48,3337.8,259.01,4.92,3.59,3.61,0.0,9.56,1,166.95,Real Estate,Medium,Term Loan,Good,West
TAC000760,12.7,2940.2,293.14,3.66,15.57,2.01,2.0,8.78,4,72.38,IT,Medium,Term Loan,Excellent,South
TAC010486,1.0,397.44,131.57,6.91,,2.68,9.0,9.78,2,191.84,Services,Medium,Working Capital,Excellent,North
TAC004567,21.76,3395.34,216.93,2.42,13.64,1.88,0.0,7.12,4,50.0,Retail,Medium,Project Finance,Excellent,Central
TAC004829,21.29,520.07,270.12,7.17,6.17,2.01,2.0,4.89,4,257.29,Infrastructure,Small,Working Capital,Watchlist,North
TAC004790,31.85,2084.58,0.1,7.87,0.5,0.75,8.0,9.29,2,66.02,Real Estate,Large,Term Loan,Watchlist,North
TAC006759,35.46,1384.22,0.1,8.57,2.59,0.3,9.0,4.67,7,222.77,Manufacturing,Micro,Working Capital,Good,South
TAC007396,27.09,1955.69,9.88,7.55,4.36,0.3,4.0,6.43,4,50.89,Retail,Micro,Working Capital,Satisfactory,East
TAC016282,18.48,3392.07,197.21,6.66,11.4,2.34,2.0,10.0,5,163.02,Healthcare,Medium,Term Loan,Excellent,East
TAC009711,24.72,3173.13,322.18,3.15,15.82,1.37,,9.34,3,80.74,FMCG,Large,Term Loan,Good,East
TAC010919,12.58,559.24,123.73,4.22,12.04,1.73,7.0,8.18,0,159.94,IT,Small,Working Capital,Excellent,Central
TAC001749,22.37,2051.56,1.72,6.62,1.56,1.74,,3.37,4,184.74,Manufacturing,Micro,Working Capital,Excellent,West
TAC006601,34.48,2686.19,0.1,7.77,4.14,0.3,6.0,7.13,1,220.56,Infrastructure,Medium,Term Loan,Good,South
TAC009245,1.0,618.91,194.05,6.95,4.33,2.15,8.0,9.57,3,122.93,Manufacturing,Medium,Working Capital,,Central
TAC017212,1.0,675.46,133.22,4.07,13.44,1.82,9.0,10.0,0,167.16,Services,Medium,Term Loan,Excellent,North
TAC018677,16.92,3312.81,235.47,4.37,10.76,1.98,0.0,5.1,1,124.97,Real Estate,Micro,Project Finance,Satisfactory,East
TAC004719,29.59,2079.51,47.95,6.89,3.63,3.21,,8.75,3,106.32,Services,Medium,Project Finance,Good,South
TAC005489,14.54,582.67,123.4,5.38,11.68,2.28,12.0,7.13,1,147.03,Healthcare,Large,Term Loan,NPA,Central
TAC015121,1.0,426.31,138.2,0.86,7.9,1.74,11.0,5.57,0,217.95,Retail,Micro,Equipment Finance,,North
TAC000878,29.54,1729.21,48.39,5.39,6.51,2.27,7.0,3.02,0,114.08,Real Estate,Small,Term Loan,Watchlist,East
TAC017420,18.54,3358.75,216.46,4.79,13.58,2.04,3.0,7.72,0,50.0,Manufacturing,Micro,CC/OD,NPA,West
TAC006987,31.03,3196.85,245.96,7.16,17.08,1.15,0.0,3.88,1,50.0,Services,Micro,Equipment Finance,Excellent,North
TAC014036,2.95,372.45,119.87,5.96,9.75,1.69,10.0,10.0,1,147.16,Manufacturing,Small,Working Capital,Satisfactory,East
TAC008761,18.8,3508.07,236.4,4.15,13.54,1.06,3.0,8.42,2,75.33,Manufacturing,Small,CC/OD,Good,South
TAC016297,40.0,1945.24,25.21,5.38,6.7,0.33,2.0,6.18,4,133.23,IT,Micro,Term Loan,Good,South
TAC000976,29.35,195.35,72.06,,2.99,1.49,4.0,8.3,3,224.38,Healthcare,Small,Term Loan,Good,Central
TAC012952,15.18,3114.99,195.88,3.04,11.6,3.65,3.0,9.47,3,155.23,Services,Small,Term Loan,Excellent,West
TAC001020,21.33,3508.24,265.09,3.82,11.99,3.78,2.0,6.74,4,156.07,IT,Micro,Term Loan,Excellent,South
TAC012252,34.0,3163.92,212.24,3.02,6.14,2.73,5.0,6.55,5,50.0,Retail,Micro,Equipment Finance,Excellent,East
TAC014749,35.34,2089.02,12.73,6.95,4.25,1.57,6.0,4.99,1,147.7,Retail,Small,Term Loan,Excellent,South
TAC014053,23.94,2226.44,29.18,9.62,3.76,1.92,5.0,5.12,2,142.34,FMCG,Small,Working Capital,Watchlist,West
TAC015190,27.39,3456.27,228.93,5.5,17.44,1.91,0.0,5.94,4,154.36,IT,Large,Term Loan,Good,East
TAC013460,16.05,3506.07,233.83,2.6,9.56,0.62,1.0,5.76,0,54.97,Real Estate,Small,Working Capital,Good,East
TAC016566,17.23,901.27,312.3,7.31,4.79,0.3,2.0,6.63,3,215.59,Services,Medium,Working Capital,Satisfactory,West
TAC014207,1.0,625.31,74.58,,6.06,1.54,7.0,10.0,4,254.01,Manufacturing,Micro,Working Capital,Good,East
TAC002438,17.51,832.27,123.61,2.72,8.79,0.81,8.0,9.95,2,135.1,Real Estate,Small,Working Capital,Excellent,North
TAC018285,1.85,650.09,146.72,3.47,,2.46,11.0,5.86,2,65.41,Real Estate,Medium,Project Finance,Excellent,East
TAC014618,39.76,2171.84,19.88,8.12,8.41,0.8,2.0,5.49,4,109.44,Healthcare,Medium,Working Capital,Excellent,North
TAC012394,21.77,373.74,102.39,6.15,9.88,3.17,8.0,10.0,7,173.95,Real Estate,Micro,Working Capital,Excellent,West
TAC012839,4.06,749.55,120.75,,5.26,2.34,9.0,7.6,1,86.87,Real Estate,Large,Project Finance,Satisfactory,South
TAC018763,23.47,463.3,283.88,5.58,6.57,0.34,1.0,2.63,8,298.46,Services,Medium,Working Capital,Watchlist,South
TAC011640,32.23,2116.07,53.78,5.81,4.79,1.02,4.0,5.17,3,166.1,Manufacturing,Micro,Working Capital,Satisfactory,South
TAC001659,21.5,3251.26,191.71,4.2,16.32,0.94,1.0,8.27,0,101.26,Retail,Small,Term Loan,Satisfactory,East
TAC006621,14.33,3076.07,254.07,4.48,10.97,2.78,0.0,10.0,0,101.68,Healthcare,Micro,Term Loan,Excellent,North
TAC008839,3.36,473.2,93.01,5.32,8.29,0.93,11.0,10.0,3,164.06,FMCG,Small,Equipment Finance,Excellent,West
TAC008934,24.1,466.19,278.9,5.77,6.78,0.3,2.0,6.51,6,249.11,IT,Medium,CC/OD,Satisfactory,South
TAC004532,19.76,1763.52,26.52,7.68,4.54,0.35,5.0,5.81,7,263.41,FMCG,Large,Equipment Finance,Good,West
TAC015137,22.45,480.22,306.9,5.97,5.14,1.18,4.0,5.87,6,160.28,Real Estate,Medium,Term Loan,Excellent,West
TAC009267,1.0,811.96,256.89,4.35,3.28,0.3,,1.0,5,186.75,Services,Small,Equipment Finance,Excellent,Central
TAC006344,15.37,3362.0,259.79,3.77,14.51,2.91,4.0,6.58,3,61.81,Manufacturing,Medium,CC/OD,Excellent,West
TAC017887,28.69,1786.05,0.1,6.87,2.61,1.23,5.0,8.38,5,161.88,Manufacturing,Medium,Project Finance,Watchlist,North
TAC003982,30.97,3055.03,203.76,2.11,14.85,0.3,1.0,7.43,0,101.76,Manufacturing,Micro,Equipment Finance,Good,South
TAC015540,4.52,744.34,75.15,7.28,8.17,0.97,10.0,7.37,5,205.9,Retail,Small,Term Loan,Good,West
TAC016509,1.0,448.34,133.57,,9.75,1.53,11.0,7.9,4,160.23,Services,Micro,Term Loan,Good,South
TAC014492,36.46,659.95,55.01,7.2,3.72,2.27,3.0,4.35,3,262.31,FMCG,Medium,Project Finance,Good,South
TAC002897,8.63,687.03,139.33,2.87,,2.6,11.0,8.25,3,115.79,Retail,Small,Term Loan,Watchlist,Central
TAC006222,32.53,3471.29,241.7,7.13,15.86,1.54,1.0,6.64,2,90.36,IT,Medium,Equipment Finance,Good,Central
TAC010153,38.35,2040.12,7.28,8.32,9.54,0.46,,5.19,4,126.78,Retail,Large,Working Capital,Excellent,South
TAC013697,12.37,3113.05,249.06,6.17,20.0,2.19,0.0,5.79,1,131.0,Healthcare,Micro,Project Finance,Good,Central
TAC002848,23.45,3518.93,275.28,6.52,9.55,1.8,2.0,8.02,0,61.76,Manufacturing,Medium,Working Capital,Excellent,East
TAC002348,23.77,387.19,96.95,8.79,1.82,0.61,1.0,1.56,6,111.89,Manufacturing,Small,Equipment Finance,Satisfactory,East
TAC017605,1.0,219.13,128.82,2.07,10.24,1.32,,10.0,1,132.85,Real Estate,Medium,CC/OD,Watchlist,Central
TAC013470,1.38,442.74,86.99,5.2,12.84,0.94,12.0,9.01,1,216.45,Manufacturing,Small,Term Loan,Good,South
TAC008655,37.91,1945.02,19.28,8.42,4.74,1.33,,7.02,6,166.9,Real Estate,Small,Equipment Finance,Watchlist,Central
TAC009340,28.05,2880.54,279.72,4.16,17.11,2.16,3.0,5.93,4,71.24,IT,Medium,CC/OD,Satisfactory,West
TAC013606,1.0,253.67,139.22,4.63,13.01,2.09,8.0,9.22,2,256.52,Manufacturing,Micro,Term Loan,Good,West
TAC010475,6.35,398.94,300.8,5.24,1.42,0.3,5.0,5.97,6,234.14,Real Estate,Large,Term Loan,Satisfactory,North
TAC015403,1.0,746.18,107.7,3.8,9.09,2.15,11.0,8.19,1,216.6,Manufacturing,Small,Project Finance,Excellent,West
TAC001509,24.27,2020.81,48.58,8.02,5.12,2.43,7.0,7.36,5,222.9,Manufacturing,Micro,Working Capital,Good,Central
TAC016665,4.24,598.37,314.78,5.42,0.65,2.02,1.0,2.12,4,278.55,IT,Medium,Project Finance,Satisfactory,North
TAC004784,10.36,508.98,175.48,5.56,11.35,2.49,4.0,7.94,0,141.24,Healthcare,Small,Equipment Finance,Satisfactory,South
TAC009683,29.8,468.34,39.92,10.0,3.01,1.21,0.0,1.0,3,79.07,Services,Medium,Equipment Finance,Good,East
TAC012022,15.81,695.2,313.98,4.8,2.46,0.3,4.0,2.31,4,241.37,Infrastructure,Micro,CC/OD,Good,West
TAC010175,11.5,120.17,281.08,3.85,2.96,0.42,0.0,1.38,7,247.98,FMCG,Micro,Working Capital,Excellent,Central
TAC009028,14.92,684.38,330.16,3.65,6.48,1.05,3.0,3.14,6,245.76,IT,Small,Working Capital,Satisfactory,East
TAC018577,32.98,1956.56,0.1,7.12,2.48,0.56,6.0,3.35,0,50.0,Real Estate,Micro,Project Finance,,East
TAC015024,30.14,1964.16,0.1,8.16,6.72,0.55,9.0,5.36,2,177.08,Healthcare,Medium,CC/OD,Excellent,South
TAC012918,2.34,499.2,174.32,,9.37,1.84,12.0,6.34,6,213.93,Services,Medium,Term Loan,Satisfactory,South
TAC010139,22.53,633.44,255.62,7.63,5.9,0.3,1.0,5.64,5,300.0,Retail,Micro,Working Capital,,West
TAC005465,37.13,797.93,100.22,6.0,0.5,2.4,3.0,5.38,1,185.68,Retail,Medium,Project Finance,Good,South
TAC016536,23.38,2274.91,2.42,6.33,2.15,1.18,5.0,5.11,4,139.17,Real Estate,Small,Working Capital,Satisfactory,Central
TAC001577,13.38,714.83,317.29,4.09,2.33,0.34,0.0,6.93,5,300.0,Services,Micro,Equipment Finance,Satisfactory,West
TAC008788,28.64,3361.32,255.26,3.23,12.94,1.74,1.0,10.0,3,150.0,Manufacturing,Medium,Working Capital,Excellent,West
TAC006676,2.47,303.71,142.5,7.44,10.23,0.7,9.0,10.0,4,156.17,Manufacturing,Medium,Working Capital,Good,East
TAC009821,15.35,647.79,109.29,6.21,7.25,1.77,8.0,10.0,0,135.1,IT,Small,Project Finance,NPA,North
TAC005176,7.3,326.86,147.55,5.24,15.56,1.16,8.0,6.68,3,164.25,Infrastructure,Large,Working Capital,Good,North
TAC007502,1.0,329.56,115.26,5.84,11.05,2.19,7.0,10.0,5,162.71,Services,Micro,Term Loan,Good,South
TAC017442,22.8,3257.11,287.38,5.4,12.48,2.04,1.0,8.9,3,50.0,Real Estate,Large,Working Capital,Excellent,Central
TAC001031,9.7,805.82,281.73,7.31,7.15,0.61,1.0,4.94,1,278.29,Retail,Large,Project Finance,Excellent,North
TAC013207,3.04,419.46,164.52,5.2,16.15,0.3,8.0,8.15,4,154.25,Real Estate,Medium,Working Capital,,North
TAC004896,2.21,577.39,112.44,4.09,7.59,1.71,10.0,10.0,1,215.28,Services,Medium,Working Capital,Satisfactory,North
TAC011606,16.61,641.13,273.43,5.19,8.72,0.91,2.0,2.97,4,184.89,Services,Micro,Equipment Finance,Satisfactory,North
TAC014253,2.21,357.09,121.55,2.44,7.89,2.71,8.0,7.73,2,126.18,Manufacturing,Large,Working Capital,Watchlist,South
TAC001950,32.61,385.22,76.19,5.86,3.3,1.71,0.0,4.83,3,92.06,Manufacturing,Small,Project Finance,Satisfactory,North
TAC007638,12.3,949.4,160.03,4.97,14.49,0.37,9.0,10.0,2,283.92,Services,Small,Project Finance,Satisfactory,South
TAC014918,13.35,563.95,194.07,2.35,12.62,1.3,,10.0,4,95.63,Retail,Medium,Project Finance,Good,West
TAC004654,19.19,3454.53,250.7,1.95,13.79,3.01,0.0,8.95,3,135.44,Real Estate,Small,Working Capital,Excellent,South
TAC004831,1.31,3507.36,225.68,6.06,15.5,2.02,0.0,6.89,4,50.0,Retail,Large,Project Finance,Good,North
TAC004523,5.13,928.48,299.78,4.04,3.52,0.3,5.0,1.0,0,242.07,Real Estate,Small,Equipment Finance,Good,Central
TAC015419,10.53,3581.2,252.56,6.16,17.0,2.34,3.0,10.0,0,98.31,Real Estate,Small,CC/OD,Excellent,North
TAC011778,4.19,498.54,163.36,4.54,,1.87,8.0,7.98,4,228.31,IT,Medium,Term Loan,Good,North
TAC005226,34.42,2194.85,68.75,7.82,4.52,0.9,2.0,8.79,1,201.25,FMCG,Large,CC/OD,Excellent,North
TAC005814,14.11,560.29,250.71,4.73,9.74,1.47,0.0,5.45,7,229.7,Services,Small,Equipment Finance,,West
TAC008906,23.93,1946.1,25.47,8.83,1.84,0.87,10.0,7.61,5,172.3,Real Estate,Medium,Term Loan,Good,West
TAC005305,29.76,3711.58,231.73,3.22,16.81,2.03,0.0,10.0,0,50.0,Manufacturing,Large,Equipment Finance,Watchlist,South
TAC009099,19.06,2068.54,3.9,5.82,6.94,0.3,7.0,4.59,3,155.47,Real Estate,Micro,Project Finance,Excellent,North
TAC014647,36.49,1872.92,25.77,5.24,2.97,0.3,8.0,5.22,7,114.05,Manufacturing,Large,CC/OD,Good,Central
TAC002158,1.0,59.4,60.33,5.74,6.78,1.05,7.0,9.32,3,207.01,IT,Large,Equipment Finance,Watchlist,East
TAC014216,25.84,3306.66,213.85,4.26,,2.25,0.0,10.0,0,202.47,Infrastructure,Medium,Equipment Finance,Excellent,West
TAC005327,26.13,2095.52,19.7,6.61,4.8,0.3,,7.64,4,143.44,Infrastructure,Large,CC/OD,Excellent,West
TAC001519,13.25,829.7,315.53,5.62,6.15,1.59,2.0,7.59,6,265.75,Services,Medium,CC/OD,Satisfactory,East
TAC001241,14.47,3810.43,193.53,6.02,12.98,2.86,4.0,10.0,4,50.0,Real Estate,Micro,CC/OD,Good,Central
TAC009272,40.0,2479.87,47.23,7.15,7.2,0.3,2.0,8.56,5,192.18,Retail,Micro,Working Capital,Excellent,East
TAC010760,22.07,566.79,310.05,3.49,6.49,0.3,1.0,5.56,5,96.69,Services,Medium,Working Capital,NPA,North
TAC008024,2.36,263.12,137.08,5.28,15.35,2.87,12.0,7.2,0,245.57,Retail,Small,Project Finance,Excellent,Central
TAC004362,1.92,510.25,80.77,5.16,5.3,2.38,10.0,9.37,0,50.0,Real Estate,Large,CC/OD,NPA,North
TAC011233,11.24,486.06,148.53,5.6,8.95,3.05,10.0,9.2,0,50.0,Services,Small,Equipment Finance,Good,West
TAC001246,3.96,376.58,115.17,5.28,8.55,3.06,7.0,10.0,2,219.78,Real Estate,Medium,Equipment Finance,Good,South
TAC016238,14.62,362.17,12.85,6.09,0.5,3.04,1.0,5.51,3,113.64,FMCG,Small,Term Loan,Satisfactory,North
TAC015876,5.57,456.75,126.95,2.83,14.03,1.75,8.0,10.0,5,142.09,Manufacturing,Large,Equipment Finance,Good,East
TAC005211,37.0,1852.19,60.98,8.27,9.74,1.16,5.0,4.86,1,50.0,Manufacturing,Large,Equipment Finance,Satisfactory,West
TAC003695,1.0,473.01,88.8,5.44,10.26,1.88,6.0,6.68,1,255.11,Real Estate,Micro,Project Finance,,North
TAC013542,1.0,577.52,109.7,6.52,10.33,1.07,6.0,10.0,5,190.29,FMCG,Micro,Term Loan,Good,East
TAC016348,5.58,510.19,139.27,7.62,13.05,1.25,10.0,9.12,1,263.51,Retail,Small,Equipment Finance,Excellent,West
TAC012186,23.29,3360.72,207.62,,14.64,2.47,5.0,7.65,6,120.4,Services,Micro,Working Capital,Good,South
TAC009152,12.21,684.49,56.68,5.68,0.5,1.86,,4.38,0,127.84,Manufacturing,Medium,CC/OD,Watchlist,West
TAC009935,9.94,609.21,151.07,4.39,10.24,2.5,6.0,10.0,2,233.52,Manufacturing,Medium,Project Finance,Satisfactory,Central
TAC015443,1.0,390.19,115.0,5.8,10.26,0.92,9.0,7.95,2,150.72,Retail,Large,CC/OD,Excellent,West
TAC016683,39.75,1823.32,27.93,5.06,7.14,0.3,9.0,3.96,7,135.72,IT,Large,Term Loan,Excellent,South
TAC005828,22.76,3285.85,201.53,2.87,15.21,2.89,2.0,7.06,3,117.1,Real Estate,Large,CC/OD,Good,East
TAC013666,1.98,548.68,74.88,5.79,7.72,2.91,7.0,6.97,0,223.29,Services,Small,Term Loan,Satisfactory,South
TAC010937,22.89,3137.4,282.07,,9.45,0.32,0.0,8.99,4,76.72,Infrastructure,Micro,Term Loan,Satisfactory,West
TAC009413,24.98,2033.07,21.36,6.39,6.74,1.46,7.0,8.71,4,87.8,Infrastructure,Medium,Term Loan,Excellent,West
TAC001425,21.42,594.15,80.86,8.78,4.36,2.13,0.0,3.61,1,75.79,Services,Small,Project Finance,Good,West
TAC008012,15.69,445.1,136.04,6.53,3.34,1.15,9.0,7.82,0,229.56,Services,Medium,Working Capital,Good,Central
TAC011844,7.14,3229.69,216.55,5.97,14.76,2.44,1.0,7.96,6,50.0,Infrastructure,Small,Term Loan,Satisfactory,Central
TAC010425,4.76,638.67,100.03,6.69,9.49,1.81,7.0,10.0,4,137.05,Services,Large,Equipment Finance,Satisfactory,Central
TAC006928,27.08,1931.49,32.58,6.13,9.4,1.01,5.0,8.09,4,202.1,Infrastructure,Medium,Term Loan,Satisfactory,Central
TAC012613,21.29,3453.91,200.06,4.16,11.37,2.4,1.0,7.54,1,105.34,Retail,Micro,Equipment Finance,Watchlist,North
TAC008760,4.89,576.88,86.46,4.84,5.74,1.54,8.0,7.53,3,169.22,Infrastructure,Micro,Working Capital,Good,South
TAC016447,4.11,301.32,109.09,5.03,12.2,2.65,10.0,10.0,1,176.06,Infrastructure,Micro,Project Finance,,East
TAC011080,24.27,3375.15,212.44,4.46,14.04,2.07,2.0,8.13,2,50.0,Retail,Micro,Project Finance,Good,West
TAC017915,24.2,100.56,62.61,6.79,0.5,1.47,1.0,3.83,2,183.79,Manufacturing,Small,Term Loan,Satisfactory,North
TAC017713,28.63,2130.46,57.8,8.83,6.49,0.45,0.0,3.77,1,158.85,Manufacturing,Medium,Term Loan,Watchlist,South
TAC002197,6.32,253.41,129.75,4.5,6.58,1.44,9.0,10.0,0,216.5,Manufacturing,Large,Working Capital,,South
TAC001288,17.85,3207.01,273.7,3.98,13.06,1.02,2.0,9.28,2,50.0,IT,Large,Term Loan,Satisfactory,Central
TAC000144,40.0,2075.43,20.91,8.22,6.68,0.57,6.0,6.12,5,197.44,Retail,Micro,Working Capital,Good,South
